METRO_ID	Metropolitan areas	Year	CO2_PC	ENTROPY_1000M	EQU_HOU_DISP_INC	GDP_PC	GINI_INC	GREEN_AREA_PC	LABOUR_PRODUCTIVITY	PCT_INTENSITY	POP_DENS	SPRAWL	UNEMP_R	Country
KOR	Korea	2011				31310.52			64288.91		500.49		3.41	KO
KOR	Korea	2012				31917.47			64666.01		502.75		3.22	KO
KOR	Korea	2013				32729.52			65572.47		504.92		3.12	KO
KR004	Seoul Incheon	2000	6.03			22249.19		6.6	48523.09		4320.1		4.68	KR
KR004	Seoul Incheon	2001				23352.36		6.57	49767.51		4339.29		4.3	KR
KR004	Seoul Incheon	2002				25215.5		6.54	52313.76		4363.79		3.69	KR
KR004	Seoul Incheon	2003				25802.3		6.49	53382.04		4394.02		4.08	KR
KR004	Seoul Incheon	2004				26351.28		6.44	53262.01		4430.46		4.24	KR
KR004	Seoul Incheon	2005	6.02			27235.08		6.38	54397.58		4473.7		4.39	KR
KR004	Seoul Incheon	2006				28539.59		6.3	56497.89		4524.43		4.1	KR
KR004	Seoul Incheon	2007				29710.21		6.22	58368.12		4583.46		3.74	KR
KR004	Seoul Incheon	2008	5.72			29901.7		6.13	58999.1		4651.78		3.62	KR
KR004	Seoul Incheon	2009				29695.94		6.03	59791.48		4730.52		4.23	KR
KR004	Seoul Incheon	2010				30869.39		5.92	61882.59		4821.06		4.46	KR
KR004	Seoul Incheon	2011				30989.08		5.79	61958.37		4925.01		4.11	KR
KR004	Seoul Incheon	2012				30998.82		5.65	62546.73		5044.31		3.86	KR
KR004	Seoul Incheon	2013				31403.39		5.51	64173.78		5181.29		3.54	KR
KR015	Cheongju	2000	3.2			21325.41		100.77	47030.38		1144.29		3.62	KR
KR015	Cheongju	2001				21570.2		100.13	47357.57		1151.64		3.47	KR
KR015	Cheongju	2002				22641.94		99.4	48588.89		1160.14		2.57	KR
KR015	Cheongju	2003				23191.55		98.57	50867.02		1169.86		3.14	KR
KR015	Cheongju	2004				25601.21		97.65	55444.47		1180.84		2.73	KR
KR015	Cheongju	2005	3.07			25107.29		96.65	54070.2		1193.16		2.23	KR
KR015	Cheongju	2006				27042.89		95.55	58120.83		1206.87		2.13	KR
KR015	Cheongju	2007				28278.85		94.36	60373.97		1222.07		2.23	KR
KR015	Cheongju	2008	2.87			28185.96		93.08	59136.99		1238.84		2.19	KR
KR015	Cheongju	2009				28507.28		91.72	59110.34		1257.27		2.07	KR
KR015	Cheongju	2010				31052.16		90.27	63728.82		1277.46		2.18	KR
KR015	Cheongju	2011				32591.83		88.74	66737.64		1299.52		2.36	KR
KR015	Cheongju	2012				32755.91		87.12	67322.52		1323.57		1.97	KR
KR015	Cheongju	2013				34846.96		85.43	70244.52		1349.75		2.07	KR
KR018	Daejeon	2000	5.4			16559.71		35.05	38927.76		1427.2		4.69	KR
KR018	Daejeon	2001				16904.79		34.86	38047.74		1435.03		4.48	KR
KR018	Daejeon	2002				18207.64		34.64	39166.98		1444.16		3.85	KR
KR018	Daejeon	2003				19031.27		34.39	41423.41		1454.64		3.8	KR
KR018	Daejeon	2004				19545.62		34.11	42225.38		1466.54		4.1	KR
KR018	Daejeon	2005	5.57			19952.86		33.8	43629.39		1479.93		4.34	KR
KR018	Daejeon	2006				20718.32		33.46	44682.93		1494.91		4.35	KR
KR018	Daejeon	2007				21364.12		33.09	45243.29		1511.54		3.99	KR
KR018	Daejeon	2008	5.38			21695.71		32.69	45543.28		1529.95		3.58	KR
KR018	Daejeon	2009				22078.26		32.27	46833.63		1550.2		3.62	KR
KR018	Daejeon	2010				22981.64		31.81	49131.76		1572.43		3.58	KR
KR018	Daejeon	2011				24011.45		31.33	51269.19		1596.74		3.51	KR
KR018	Daejeon	2012				24336.73		30.81	51786.88		1623.28		3.59	KR
KR018	Daejeon	2013				24215.58		30.28	51559.91		1652.18		3.04	KR
KR022	Pohang	2000	3.0			24229.99		101.52	48130.76		633.07		3.39	KR
KR022	Pohang	2001				24592.3		102.0	48207.99		630.12		2.69	KR
KR022	Pohang	2002				26038.06		102.39	50454.38		627.69		2.2	KR
KR022	Pohang	2003				27603.64		102.7	53422.62		625.8		2.22	KR
KR022	Pohang	2004				30465.84		102.92	58802.17		624.46		2.63	KR
KR022	Pohang	2005	2.94			31538.73		103.05	60645.06		623.68		2.39	KR
KR022	Pohang	2006				32460.41		103.08	62221.09		623.47		2.2	KR
KR022	Pohang	2007				33145.53		103.02	64033.03		623.84		2.04	KR
KR022	Pohang	2008	7.06			34483.51		102.86	66249.91		624.8		2.07	KR
KR022	Pohang	2009				34464.53		102.61	66477.85		626.37		2.69	KR
KR022	Pohang	2010				36988.69		102.25	70662.53		628.56		2.77	KR
KR022	Pohang	2011				36992.85		101.79	70963.89		631.4		2.52	KR
KR022	Pohang	2012				37885.5		101.23	71861.08		634.9		2.54	KR
KR022	Pohang	2013				39036.07		100.57	73920.76		639.08		3.12	KR
KR025	Daegu	2000	5.45			14787.8		33.65	33238.12		2360.29		4.76	KR
KR025	Daegu	2001				15231.53		33.78	33246.1		2351.45		4.67	KR
KR025	Daegu	2002				16142.73		33.88	34075.72		2344.55		4.06	KR
KR025	Daegu	2003				16621.96		33.95	35255.53		2339.67		4.26	KR
KR025	Daegu	2004				17611.12		33.99	36429.41		2336.87		4.11	KR
KR025	Daegu	2005	5.63			18080.9		34.0	37073.4		2336.26		4.09	KR
KR025	Daegu	2006				18978.43		33.97	39101.51		2337.94		3.59	KR
KR025	Daegu	2007				19719.14		33.91	41141.17		2342.03		3.42	KR
KR025	Daegu	2008	5.38			19868.47		33.82	41973.09		2348.67		3.5	KR
KR025	Daegu	2009				19534.38		33.68	41146.29		2358.02		4.19	KR
KR025	Daegu	2010				20363.01		33.51	42259.89		2370.26		3.92	KR
KR025	Daegu	2011				21299.49		33.3	44386.12		2385.6		3.59	KR
KR025	Daegu	2012				21796.39		33.04	44389.54		2404.29		3.22	KR
KR025	Daegu	2013				22379.61		32.73	46152.04		2426.59		3.31	KR
KR026	Jeonju	2000	4.38			16720.77		45.11	37501.33		1324.2		3.1	KR
KR026	Jeonju	2001				17375.41		45.11	38163.02		1324.16		3.08	KR
KR026	Jeonju	2002				18183.6		45.07	39993.88		1325.33		2.55	KR
KR026	Jeonju	2003				18477.74		44.99	40449.54		1327.75		2.7	KR
KR026	Jeonju	2004				19378.76		44.87	42816.22		1331.48		2.72	KR
KR026	Jeonju	2005	4.45			19695.93		44.7	42976.3		1336.58		2.5	KR
KR026	Jeonju	2006				20954.24		44.48	45370.19		1343.14		2.47	KR
KR026	Jeonju	2007				21978.6		44.21	47391.42		1351.23		2.3	KR
KR026	Jeonju	2008	4.17			22717.29		43.9	48777.47		1360.93		2.19	KR
KR026	Jeonju	2009				23984.44		43.53	51628.67		1372.36		1.89	KR
KR026	Jeonju	2010				24521.75		43.11	53336.26		1385.62		2.19	KR
KR026	Jeonju	2011				26296.31		42.64	56395.81		1400.85		2.25	KR
KR026	Jeonju	2012				26252.79		42.12	55326.23		1418.17		1.98	KR
KR026	Jeonju	2013				27240.94		41.55	55790.81		1437.75		1.96	KR
KR029	Ulsan	2000	22.27			46611.13		62.4	107842.3		1311.31		4.15	KR
KR029	Ulsan	2001				48390.2		62.26	109232.11		1314.26		3.42	KR
KR029	Ulsan	2002				51772.47		62.06	111370.89		1318.52		2.47	KR
KR029	Ulsan	2003				49609.56		61.8	106541.75		1324.12		3.19	KR
KR029	Ulsan	2004				55615.33		61.47	117006.76		1331.11		3.59	KR
KR029	Ulsan	2005	30.42			55639.89		61.09	116636.26		1339.53		3.46	KR
KR029	Ulsan	2006				57603.52		60.64	121330.71		1349.42		2.88	KR
KR029	Ulsan	2007				61881.07		60.13	126171.53		1360.86		2.56	KR
KR029	Ulsan	2008	33.9			64089.11		59.56	128990.64		1373.89		3.46	KR
KR029	Ulsan	2009				59832.4		58.93	122774.65		1388.6		4.18	KR
KR029	Ulsan	2010				68569.32		58.24	139004.77		1405.06		3.6	KR
KR029	Ulsan	2011				72914.82		57.49	146878.49		1423.36		2.79	KR
KR029	Ulsan	2012				73341.07		56.68	148830.85		1443.6		2.62	KR
KR029	Ulsan	2013				69271.15		55.82	142797.87		1465.89		2.13	KR
KR032	Busan	2000	4.06			15019.82		8.51	33704.35		5081.01		7.09	KR
KR032	Busan	2001				16266.15		8.59	35857.47		5032.79		5.66	KR
KR032	Busan	2002				17112.74		8.67	36088.28		4987.91		3.93	KR
KR032	Busan	2003				18131.68		8.74	40090.09		4946.41		4.07	KR
KR032	Busan	2004				18756.03		8.81	41074.09		4908.33		4.34	KR
KR032	Busan	2005	3.94			19384.62		8.87	41845.74		4873.75		4.33	KR
KR032	Busan	2006				20223.11		8.93	43263.48		4842.73		4.14	KR
KR032	Busan	2007				21331.38		8.98	45670.9		4815.36		3.91	KR
KR032	Busan	2008	3.68			22417.76		9.02	48314.41		4791.75		3.74	KR
KR032	Busan	2009				21844.13		9.06	47700.43		4771.99		4.28	KR
KR032	Busan	2010				22318.88		9.09	48390.06		4756.24		3.57	KR
KR032	Busan	2011				23037.84		9.11	49794.99		4744.66		3.58	KR
KR032	Busan	2012				23316.24		9.13	48669.82		4737.4		3.84	KR
KR032	Busan	2013				23938.26		9.13	49427.19		4734.64		3.82	KR
KR033	Changwon	2000	20.4			22171.69		1.55	48498.46		4977.86		3.48	KR
KR033	Changwon	2001				23676.77		1.57	50987.46		4922.5		3.29	KR
KR033	Changwon	2002				25146.89		1.59	53312.29		4869.21		2.5	KR
KR033	Changwon	2003				25882.23		1.61	53303.22		4818.01		2.52	KR
KR033	Changwon	2004				26960.66		1.62	54718.23		4768.85		2.44	KR
KR033	Changwon	2005	25.05			28283.39		1.64	57681.52		4721.71		2.67	KR
KR033	Changwon	2006				29615.25		1.65	60255.28		4676.53		2.34	KR
KR033	Changwon	2007				31411.56		1.67	63637.91		4633.35		2.4	KR
KR033	Changwon	2008	30.15			32947.49		1.68	66150.94		4592.13		2.17	KR
KR033	Changwon	2009				32790.31		1.7	67146.75		4552.85		3.05	KR
KR033	Changwon	2010				32909.85		1.71	67864.03		4515.49		2.78	KR
KR033	Changwon	2011				33206.56		1.73	67576.68		4480.06		2.19	KR
KR033	Changwon	2012				33727.8		1.74	69787.04		4446.54		1.85	KR
KR033	Changwon	2013				33988.2		1.75	70721.01		4414.91		2.06	KR
KR035	Gwangju	2000	4.74			15452.93		45.89	37418.63		2042.06		6.39	KR
KR035	Gwangju	2001				16302.41		45.85	37956.5		2043.62		4.98	KR
KR035	Gwangju	2002				17446.99		45.75	39037.12		2047.99		3.74	KR
KR035	Gwangju	2003				17472.28		45.59	40007.15		2055.29		4.49	KR
KR035	Gwangju	2004				18017.79		45.36	40725.79		2065.68		4.16	KR
KR035	Gwangju	2005	4.51			19183.33		45.06	42629.55		2079.36		4.21	KR
KR035	Gwangju	2006				20315.51		44.69	45564.88		2096.54		4.03	KR
KR035	Gwangju	2007				21298.72		44.25	47225.81		2117.44		3.84	KR
KR035	Gwangju	2008	4.07			21124.07		43.74	47098.83		2142.36		3.72	KR
KR035	Gwangju	2009				20820.35		43.15	46362.92		2171.58		3.7	KR
KR035	Gwangju	2010				22083.92		42.49	48823.54		2205.45		3.44	KR
KR035	Gwangju	2011				22467.37		41.75	50102.93		2244.35		3.0	KR
KR035	Gwangju	2012				22660.84		40.94	50427.57		2288.73		2.66	KR
KR035	Gwangju	2013				22513.21		40.06	49595.9		2339.07		2.84	KR
MEX	Mexico	2003				13757.96			35703.71	0.01	51.5		2.96	ME
MEX	Mexico	2004				14264.28			36202.51	0.02	52.1		3.66	ME
MEX	Mexico	2005	4.47			14577.39			37195.36	0.02	52.71		3.51	ME
MEX	Mexico	2006				15109.42			37897.25	0.02	53.6		3.16	ME
MEX	Mexico	2007				15332.44			38464.9	0.02	54.51		3.39	ME
MEX	Mexico	2008	4.34			15484.82			38626.54	0.02	55.43		3.51	ME
MEX	Mexico	2009				14265.19			36588.73		56.37		5.18	ME
MEX	Mexico	2010				14767.42			35600.97		57.34		5.16	ME
MEX	Mexico	2011				14997.44			36999.11		59.04		5.24	ME
MEX	Mexico	2012				15481.48			36980.42		59.74		4.81	ME
MEX	Mexico	2013				15389.43			36960.89		60.43		5.01	ME
MEX01	Mexicali	2003				18440.17		10.21	44723.36	0.0	49.19		2.93	ME
MEX01	Mexicali	2004				18621.76		9.94	44748.73	0.01	50.52		1.52	ME
MEX01	Mexicali	2005	3.19			18533.69		9.68	43854.59	0.01	51.88		1.22	ME
MEX01	Mexicali	2006				18939.37		9.43	42988.24	0.01	53.27		1.27	ME
MEX01	Mexicali	2007				18478.48		9.18	41832.13	0.01	54.71		1.66	ME
MEX01	Mexicali	2008	2.92			17700.7		8.94	39019.48	0.02	56.18		2.8	ME
MEX01	Mexicali	2009				15998.37		8.7	36993.94		57.69		5.82	ME
MEX01	Mexicali	2010			8212.0	15305.02	0.44	8.48	36397.49		59.24		5.34	ME
MEX01	Mexicali	2011				15043.86		8.25	36189.75		60.84		5.57	ME
MEX01	Mexicali	2012				15237.3		8.04	35834.32		62.48		6.26	ME
MEX01	Mexicali	2013				14835.07		7.83	34700.33		64.16		5.34	ME
MEX02	Tijuana	2003				18440.17		1.58	44723.35	0.02	975.71		2.93	ME
MEX02	Tijuana	2004				18621.76		1.53	44748.73	0.02	1010.35		1.52	ME
MEX02	Tijuana	2005	1.34			18533.69		1.47	43854.65	0.01	1046.22		1.22	ME
MEX02	Tijuana	2006				18939.37		1.42	42988.27	0.01	1083.37		1.27	ME
MEX02	Tijuana	2007				18478.48		1.37	41832.18	0.02	1121.83		1.66	ME
MEX02	Tijuana	2008	1.44			17700.7		1.33	39019.51	0.02	1161.66		2.8	ME
MEX02	Tijuana	2009				15998.37		1.28	36993.98		1202.91		5.82	ME
MEX02	Tijuana	2010			8328.0	15305.02	0.44	1.24	36397.5		1245.61		5.34	ME
MEX02	Tijuana	2011				15043.86		1.2	36189.7		1289.84		5.57	ME
MEX02	Tijuana	2012				15237.3		1.15	35834.3		1335.63		6.25	ME
MEX02	Tijuana	2013				14835.07		1.11	34700.3		1383.06		5.34	ME
MEX05	Juárez	2003				13228.0		0.0	34905.13	0.02	333.88		3.7	ME
MEX05	Juárez	2004				13506.73		0.0	34724.0	0.01	339.12		1.79	ME
MEX05	Juárez	2005	2.65			13833.45		0.0	34338.97	0.02	344.44		2.07	ME
MEX05	Juárez	2006				14518.09		0.0	34403.04	0.02	349.85		2.71	ME
MEX05	Juárez	2007				14734.71		0.0	34710.13	0.02	355.34		2.62	ME
MEX05	Juárez	2008	2.63			14757.34		0.0	35066.47	0.02	360.92		4.17	ME
MEX05	Juárez	2009				13459.4		0.0	34570.34		366.59		7.24	ME
MEX05	Juárez	2010			7233.0	13441.59	0.42	0.0	34124.14		372.35		6.77	ME
MEX05	Juárez	2011				13431.19		0.0	36111.05		378.19		6.38	ME
MEX05	Juárez	2012				14255.22		0.0	35666.53		384.13		6.57	ME
MEX05	Juárez	2013				14506.38		0.0	35045.58		390.16		5.85	ME
MEX08	Hermosillo	2003				15303.91		35.09	38055.47	0.0	38.68		5.69	ME
MEX08	Hermosillo	2004				15700.69		34.19	37812.35	0.01	39.69		5.39	ME
MEX08	Hermosillo	2005	2.68			16432.37		33.32	41547.8	0.02	40.73		3.24	ME
MEX08	Hermosillo	2006				17747.47		32.47	44341.84	0.04	41.79		2.95	ME
MEX08	Hermosillo	2007				17933.92		31.64	47541.37	0.02	42.88		2.9	ME
MEX08	Hermosillo	2008	2.47			17649.98		30.84	43809.83	0.07	44.01		3.98	ME
MEX08	Hermosillo	2009				16664.62		30.05	43372.36		45.16		5.55	ME
MEX08	Hermosillo	2010			9691.0	17410.0	0.44	29.29	42731.87		46.34		6.28	ME
MEX08	Hermosillo	2011				18491.86		28.54	45248.2		47.55		5.72	ME
MEX08	Hermosillo	2012				19199.58		27.81	43570.27		48.79		5.18	ME
MEX08	Hermosillo	2013				19562.64		27.1	44123.17		50.07		5.51	ME
MEX10	Chihuahua	2003				13228.0		2.7	34905.26	0.02	80.65		3.7	ME
MEX10	Chihuahua	2004				13506.73		2.64	34723.98	0.01	82.39		1.79	ME
MEX10	Chihuahua	2005	4.77			13833.45		2.59	34339.02	0.04	84.17		2.07	ME
MEX10	Chihuahua	2006				14518.09		2.53	34403.05	0.03	85.99		2.71	ME
MEX10	Chihuahua	2007				14734.71		2.48	34710.15	0.02	87.85		2.62	ME
MEX10	Chihuahua	2008	4.74			14757.34		2.43	35066.46	0.01	89.75		4.17	ME
MEX10	Chihuahua	2009				13459.4		2.38	34570.33		91.7		7.24	ME
MEX10	Chihuahua	2010			8705.0	13441.59	0.42	2.32	34124.16		93.69		6.77	ME
MEX10	Chihuahua	2011				13431.19		2.28	36111.05		95.73		6.38	ME
MEX10	Chihuahua	2012				14255.22		2.23	35666.63		97.82		6.57	ME
MEX10	Chihuahua	2013				14506.38		2.18	35045.48		99.95		5.85	ME
MEX16	Reynosa	2003				15831.29		47.96	39887.73	0.0	122.26		3.17	ME
MEX16	Reynosa	2004				16285.39		46.37	39553.07	0.01	126.46		4.69	ME
MEX16	Reynosa	2005	1.55			16682.16		44.82	39858.01	0.02	130.82		4.04	ME
MEX16	Reynosa	2006				17023.99		43.33	40482.95	0.03	135.34		3.91	ME
MEX16	Reynosa	2007				17129.26		41.88	39927.99	0.01	140.02		4.09	ME
MEX16	Reynosa	2008	1.43			17473.73		40.47	40555.83	0.03	144.89		4.42	ME
MEX16	Reynosa	2009				15822.8		39.11	38719.41		149.93		6.36	ME
MEX16	Reynosa	2010			6484.0	15967.28	0.41	37.79	38537.86		155.16		6.72	ME
MEX16	Reynosa	2011				15767.76		36.51	37988.21		160.59		8.37	ME
MEX16	Reynosa	2012				15799.52		35.28	36875.79		166.22		5.97	ME
MEX16	Reynosa	2013				15572.12		34.08	37183.18		172.06		6.33	ME
MEX19	Monterrey	2003				23383.89		57.43	56906.37	0.04	318.51		4.34	ME
MEX19	Monterrey	2004				24509.04		56.33	58189.47	0.04	324.71		5.64	ME
MEX19	Monterrey	2005	4.51			25069.76		55.18	57891.98	0.06	331.52		4.72	ME
MEX19	Monterrey	2006				26390.63		53.96	59904.63	0.08	339.01		4.7	ME
MEX19	Monterrey	2007				27380.83		52.67	61854.22	0.06	347.29		4.55	ME
MEX19	Monterrey	2008	4.42			27042.39		51.31	61253.64	0.07	356.46		4.26	ME
MEX19	Monterrey	2009				24477.73		49.89	57569.72		366.65		7.19	ME
MEX19	Monterrey	2010			9726.0	25484.05	0.44	48.39	57076.63		378.0		6.68	ME
MEX19	Monterrey	2011				25692.61		46.82	59644.69		390.7		6.06	ME
MEX19	Monterrey	2012				26087.6		45.17	59709.52		404.95		6.27	ME
MEX19	Monterrey	2013				25327.27		43.45	59615.75		420.99		5.69	ME
MEX20	Torreón	2003				16676.31		65.03	45284.25	0.0	94.29		3.79	ME
MEX20	Torreón	2004				16895.96		63.78	44696.24	0.01	96.13		4.33	ME
MEX20	Torreón	2005	0.98			16712.71		62.56	44679.61	0.02	98.02		4.15	ME
MEX20	Torreón	2006				17038.99		61.35	45144.45	0.01	99.93		4.45	ME
MEX20	Torreón	2007				17354.01		60.18	45395.85	0.03	101.89		4.19	ME
MEX20	Torreón	2008	0.99			17377.2		59.02	45105.03	0.01	103.89		4.55	ME
MEX20	Torreón	2009				15489.78		57.89	42094.97		105.92		6.94	ME
MEX20	Torreón	2010			6475.0	16709.27	0.45	56.77	43096.35		108.0		6.74	ME
MEX20	Torreón	2011				17557.14		55.68	43707.19		110.12		6.6	ME
MEX20	Torreón	2012				18267.85		54.61	44867.33		112.28		5.88	ME
MEX20	Torreón	2013				17917.37		53.56	42747.09		114.48		5.57	ME
MEX21	Saltillo	2003				19396.2		9.45	51560.53	0.01	110.38		4.01	ME
MEX21	Saltillo	2004				19739.94		9.22	50464.35	0.02	113.04		4.44	ME
MEX21	Saltillo	2005	0.7			19494.65		9.01	50725.38	0.01	115.76		4.64	ME
MEX21	Saltillo	2006				19955.07		8.8	50886.01	0.04	118.54		5.03	ME
MEX21	Saltillo	2007				20268.1		8.59	50985.88	0.03	121.39		4.89	ME
MEX21	Saltillo	2008	0.7			20319.93		8.39	50327.54	0.05	124.31		4.86	ME
MEX21	Saltillo	2009				17512.98		8.19	46018.71		127.3		7.7	ME
MEX21	Saltillo	2010			8190.0	19465.82	0.44	8.0	48928.25		130.36		7.93	ME
MEX21	Saltillo	2011				20534.63		7.81	49554.05		133.5		6.26	ME
MEX21	Saltillo	2012				21471.18		7.63	50744.2		136.71		5.49	ME
MEX21	Saltillo	2013				20819.45		7.45	48696.25		140.0		5.85	ME
MEX22	Culiacán	2003				11466.68		725.63	27990.87	0.0	124.09		2.79	ME
MEX22	Culiacán	2004				12115.8		714.97	28910.44	0.01	125.94		4.91	ME
MEX22	Culiacán	2005	2.34			12108.49		704.47	28427.04	0.03	127.81		3.29	ME
MEX22	Culiacán	2006				12123.04		694.13	28616.85	0.01	129.72		2.53	ME
MEX22	Culiacán	2007				12827.99		683.94	31536.43	0.01	131.65		3.01	ME
MEX22	Culiacán	2008	2.25			13349.42		673.89	32960.08	0.01	133.61		2.67	ME
MEX22	Culiacán	2009				12792.96		664.0	32244.48		135.6		3.94	ME
MEX22	Culiacán	2010			7664.0	12928.41	0.44	654.25	29741.07		137.62		4.53	ME
MEX22	Culiacán	2011				12622.85		644.64	29834.38		139.68		5.25	ME
MEX22	Culiacán	2012				13298.96		635.17	30200.31		141.76		4.14	ME
MEX22	Culiacán	2013				13417.82		625.84	30296.27		143.87		5.05	ME
MEX24	Durango	2003				12290.98		248.91	34575.59	0.0	55.86		3.41	ME
MEX24	Durango	2004				12314.86		244.46	34511.0	0.02	56.88		4.14	ME
MEX24	Durango	2005	1.47			12235.8		240.08	34221.69	0.02	57.92		3.3	ME
MEX24	Durango	2006				12350.73		235.78	34911.96	0.04	58.97		3.41	ME
MEX24	Durango	2007				12673.52		231.56	35420.52	0.01	60.05		2.92	ME
MEX24	Durango	2008	1.22			12655.34		227.42	35589.85	0.04	61.14		3.97	ME
MEX24	Durango	2009				12246.63		223.35	35213.01		62.26		5.58	ME
MEX24	Durango	2010			6355.0	12295.01	0.44	219.35	33095.46		63.39		4.63	ME
MEX24	Durango	2011				12793.93		215.42	33545.02		64.55		7.18	ME
MEX24	Durango	2012				13148.62		211.57	34454.15		65.72		6.57	ME
MEX24	Durango	2013				13284.37		207.78	32739.88		66.92		5.09	ME
MEX28	Tampico	2003				15337.7		473.86	39012.48	0.01	324.92		3.12	ME
MEX28	Tampico	2004				15810.06		466.73	38698.4	0.01	329.89		4.54	ME
MEX28	Tampico	2005	15.38			16176.68		459.52	39103.52	0.01	335.06		3.93	ME
MEX28	Tampico	2006				16573.68		452.24	39774.36	0.05	340.45		3.78	ME
MEX28	Tampico	2007				16689.53		444.9	39201.16	0.01	346.07		3.96	ME
MEX28	Tampico	2008	14.38			17038.13		437.49	39887.71	0.03	351.93		4.27	ME
MEX28	Tampico	2009				15473.74		430.02	38112.03		358.05		6.12	ME
MEX28	Tampico	2010			7514.0	15655.0	0.46	422.49	37860.0		364.43		6.44	ME
MEX28	Tampico	2011				15480.17		414.9	37482.78		371.09		8.06	ME
MEX28	Tampico	2012				15564.08		407.27	36440.96		378.05		5.8	ME
MEX28	Tampico	2013				15330.95		399.59	36779.59		385.31		6.16	ME
MEX29	San Luis Potosí	2003				10594.7		36.29	27392.07	0.02	196.19		2.14	ME
MEX29	San Luis Potosí	2004				11186.2		35.58	29378.11	0.01	200.13		2.6	ME
MEX29	San Luis Potosí	2005	1.18			11443.38		34.87	30148.74	0.02	204.18		2.53	ME
MEX29	San Luis Potosí	2006				11971.83		34.18	31986.95	0.02	208.33		2.67	ME
MEX29	San Luis Potosí	2007				12081.38		33.49	32074.17	0.01	212.59		2.49	ME
MEX29	San Luis Potosí	2008	1.24			12326.99		32.82	31614.79	0.02	216.96		2.71	ME
MEX29	San Luis Potosí	2009				11750.86		32.15	30945.77		221.45		3.63	ME
MEX29	San Luis Potosí	2010			7160.0	12304.17	0.47	31.5	30960.59		226.05		4.21	ME
MEX29	San Luis Potosí	2011				12722.86		30.86	33085.32		230.77		4.01	ME
MEX29	San Luis Potosí	2012				13331.66		30.22	33784.13		235.62		3.14	ME
MEX29	San Luis Potosí	2013				13178.65		29.59	32770.98		240.6		3.78	ME
MEX31	Aguascalientes	2003				14654.36		269.58	38843.45	0.02	344.65		3.14	ME
MEX31	Aguascalientes	2004				14914.19		262.84	40311.95	0.01	353.48		3.68	ME
MEX31	Aguascalientes	2005	1.2			14942.6		256.26	40305.16	0.03	362.56		5.27	ME
MEX31	Aguascalientes	2006				15628.7		249.82	41940.87	0.08	371.91		4.31	ME
MEX31	Aguascalientes	2007				16474.82		243.52	42959.93	0.01	381.53		3.71	ME
MEX31	Aguascalientes	2008	1.22			15882.13		237.36	42358.24	0.02	391.43		4.91	ME
MEX31	Aguascalientes	2009				15077.91		231.33	41346.4		401.62		7.19	ME
MEX31	Aguascalientes	2010			7316.0	15497.77	0.44	225.44	39074.38		412.12		6.41	ME
MEX31	Aguascalientes	2011				15393.24		219.68	40592.73		422.92		6.2	ME
MEX31	Aguascalientes	2012				15739.52		214.05	39978.98		434.05		5.95	ME
MEX31	Aguascalientes	2013				16131.88		208.54	41108.85		445.51		4.73	ME
MEX33	Benito Juárez	2003				20769.66		276.39	48683.17	0.0	227.81		1.91	ME
MEX33	Benito Juárez	2004				20681.94		263.73	45630.91	0.01	238.75		1.95	ME
MEX33	Benito Juárez	2005	1.64			20553.87		251.64	42789.53	0.01	250.21		2.51	ME
MEX33	Benito Juárez	2006				20433.59		240.11	41898.42	0.01	262.23		2.73	ME
MEX33	Benito Juárez	2007				21081.69		229.1	41448.04	0.01	274.83		2.53	ME
MEX33	Benito Juárez	2008	1.62			20913.8		218.6	40158.44	0.03	288.03		2.66	ME
MEX33	Benito Juárez	2009				19228.35		208.58	39341.92		301.86		5.29	ME
MEX33	Benito Juárez	2010			8203.0	18642.61	0.45	199.02	37809.37		316.36		5.34	ME
MEX33	Benito Juárez	2011				18135.41		189.9	37570.81		331.56		4.47	ME
MEX33	Benito Juárez	2012				18577.65		181.2	38670.28		347.49		4.05	ME
MEX33	Benito Juárez	2013				18439.24		172.89	40080.33		364.18		4.81	ME
MEX34	León	2003				11455.26		148.26	32530.95	0.0	776.95		3.65	ME
MEX34	León	2004				11605.06		144.67	32352.48	0.02	796.28		4.52	ME
MEX34	León	2005	3.91			11128.43		141.15	32012.93	0.02	816.09		4.14	ME
MEX34	León	2006				11923.98		137.73	32611.05	0.01	836.39		2.69	ME
MEX34	León	2007				11588.98		134.38	31753.69	0.03	857.2		2.78	ME
MEX34	León	2008	4.13			11893.49		131.12	33149.01	0.03	878.53		3.94	ME
MEX34	León	2009				11033.27		127.94	31803.13		900.38		5.06	ME
MEX34	León	2010			7379.0	11477.71	0.45	124.83	29670.7		922.79		5.83	ME
MEX34	León	2011				11868.61		121.8	30649.12		945.74		6.01	ME
MEX34	León	2012				12363.66		118.85	30111.77		969.27		5.89	ME
MEX34	León	2013				12582.51		115.96	31105.1		993.39		5.87	ME
MEX35	Mérida	2003				11673.26		1140.96	26945.72	0.01	92.63		1.65	ME
MEX35	Mérida	2004				11758.34		1120.74	27338.04	0.02	94.3		2.68	ME
MEX35	Mérida	2005	3.8			12279.17		1100.72	28281.05	0.01	96.01		2.38	ME
MEX35	Mérida	2006				12499.57		1080.9	28266.91	0.01	97.78		2.24	ME
MEX35	Mérida	2007				12721.1		1061.27	28440.83	0.03	99.58		2.3	ME
MEX35	Mérida	2008	3.84			12844.18		1041.83	28513.38	0.02	101.44		2.29	ME
MEX35	Mérida	2009				12591.58		1022.57	27808.04		103.35		2.76	ME
